URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.kl.dk/gateway/ValueSet/DeliveryTypes,1.2.0,active,,DeliveryTypes,DeliveryTypes,"The delivery context types","StructureDefinition/klgateway-care-planned-intervention","kl.dk.fhir.term"
http://fhir.kl.dk/gateway/ValueSet/EncounterClassCodes,1.2.0,active,,EncounterClassCodes,KontaktKlasseKoder,"Codes to describe the mode of delivery of an encounter","StructureDefinition/klgateway-care-general-encounter","kl.dk.fhir.term"
http://fhir.kl.dk/gateway/ValueSet/FSIIICareConditions,1.2.0,active,,FSIIICareConditions,FSIIICareConditions,"Conditions defined by FSIII for nursing and home care","StructureDefinition/klgateway-care-condition,StructureDefinition/klgateway-care-finding-context-at-risk-extension",
http://fhir.kl.dk/gateway/ValueSet/FSIIICareGoalTypes,1.2.0,active,,FSIIICareGoalTypes,FSIIICareGoalTypes,"Goal Types defined by FSIII for nursing and home care",,"kl.dk.fhir.term"
http://fhir.kl.dk/gateway/ValueSet/FSIIICareInterventions,1.2.0,active,,FSIIICareInterventions,FSIIICareInterventions,"Interventions defined by FSIII for nursing and home care","StructureDefinition/klgateway-care-completed-intervention,StructureDefinition/klgateway-care-planned-intervention",
http://fhir.kl.dk/gateway/ValueSet/FSIIICareMatterOfInterests,1.2.0,active,,FSIIICareMatterOfInterests,FSIIICareMatterOfInterests,"Matters of Interests (areas) defined by FSIII for nursing and home care","StructureDefinition/klgateway-care-matter-of-interest-observation",
http://fhir.kl.dk/gateway/ValueSet/KLGatewayCareMatterOfInterestValues,1.2.0,active,,KLGatewayCareMatterOfInterestValues,KLGatewayCareMatterOfInterestValues,"Values of Matters of Interests (areas)","StructureDefinition/klgateway-care-matter-of-interest-observation","kl.dk.fhir.term"
http://fhir.kl.dk/term/ValueSet/KLCitizenObservationCodesFSIII,2.2.0,active,,KLCitizenObservationCodesFSIII,KLBorgervurderingsObservationskoderFSIII,"Observation codes for citizens own observations as defined by FSIII","StructureDefinition/klgateway-care-citizens-own-observation","kl.dk.fhir.term"
http://fhir.kl.dk/term/ValueSet/KLCitizenObservationResultCodesFSIII,2.2.0,active,,KLCitizenObservationResultCodesFSIII,KLBorgervurderingsResultatkoderFSIII,"Performance and Importance level codes, as evaluated by the citizen","StructureDefinition/klgateway-care-citizens-own-observation",
http://fhir.kl.dk/term/ValueSet/KLConditionCodesHomeCare,2.2.0,active,,KLConditionCodesHomeCare,KLTilstandeKoderHjemmepleje,"Danish municipality home care condition codes (funktionsevnetilstande)","ValueSet/FSIIICareConditions","kl.dk.fhir.term"
