URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.kl.dk/children/ValueSet/BodyheightSCTobservablesChildren,2.0.1,active,,BodyheightSCTobservablesChildren,HøjdeObservationskoderSCT,"SNOMED CT observables for length/height","StructureDefinition/klgateway-children-bodyheight","Internal"
http://fhir.kl.dk/children/ValueSet/ChildrenParentRelationshipCodes,2.0.1,active,,ChildrenParentRelationshipCodes,ForældreBarnRelationsKoder,"Mandatory result values for parent child relationship in small children and school children","StructureDefinition/klgateway-children-parent-relationship","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/CommunicationCodes,2.0.1,active,,CommunicationCodes,KommunikationKoder,"Mandatory result values for ability to communicate in small children and school children","StructureDefinition/klgateway-children-communication","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/EncounterClassCodes,2.0.1,active,,EncounterClassCodes,KontaktKlasseKoder,"Codes to describe the mode of delivery of an encounter","StructureDefinition/klgateway-children-encounter","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/EncounterTypes,2.0.1,active,,EncounterTypes,SundhedsplejeKontaktTyper,"Extension on encountertype valueset, to be implemented in KL-term and FKI, does not use exciting codes only those specific to childrens nursing","StructureDefinition/klgateway-children-encounter","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/ExamResults,2.0.1,active,,ExamResults,UndersøgelsesResultatKoder,"Valueset for optional history and examination findings in small children and school children","ValueSet/KLHealthNurseConditions,StructureDefinition/klgateway-children-exam-result","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/FeedingResultsChildren,2.0.1,active,,FeedingResultsChildren,ResultatkoderSmåbørnMad,"Resultcodes for feeding","StructureDefinition/klgateway-children-feeding-observation","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/FindingInformerCodes,2.0.1,active,,FindingInformerCodes,KildeTilOplysningKoder,"Codes for who informed the findings","StructureDefinition/FindingInformer,StructureDefinition/klgateway-children-questionnaire-response","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/HearingCodes,2.0.1,active,,HearingCodes,HørelseKoder,"Mandatory result values for hearning in school children","StructureDefinition/klgateway-children-hearing","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/IndicatorCodesChildren,2.0.1,active,,IndicatorCodesChildren,SundhedsplejeIndikatorkoder,"Indicator-observables for parents and children","StructureDefinition/klgateway-children-sleep,StructureDefinition/klgateway-children-social-support-network,StructureDefinition/klgateway-children-motor-function,StructureDefinition/klgateway-children-parent-social-status,StructureDefinition/klgateway-children-social-interaction,StructureDefinition/klgateway-children-nicotine,StructureDefinition/klgateway-children-hearing,StructureDefinition/klgateway-children-indicator,StructureDefinition/klgateway-children-sight,StructureDefinition/klgateway-children-parent-mental-status,StructureDefinition/klgateway-children-physical-activity,StructureDefinition/klgateway-children-nutrition,StructureDefinition/klgateway-children-communication,StructureDefinition/klgateway-children-parent-relationship,StructureDefinition/klgateway-children-passive-smoking","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/KLHealthNurseConditions,2.0.1,active,,KLHealthNurseConditions,Sundhedsplejetilstande,"Health nurse conditions, that relates to nursing problem areas and/or challenges found in examinations and evaluations made by the health nurse (sundhedsplejerske)","StructureDefinition/klgateway-children-intervention","kl.dk.fhir.term"
