URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.kl.dk/children/ValueSet/BodyheightSCTobservablesChildren,2.1.0,active,,BodyheightSCTobservablesChildren,HøjdeObservationskoderSCT,"SNOMED CT observables for length/height","StructureDefinition/klgateway-children-bodyheight","Internal"
http://fhir.kl.dk/children/ValueSet/ChildrenParentRelationshipCodes,2.1.0,active,,ChildrenParentRelationshipCodes,ForældreBarnRelationsKoder,"Mandatory result values for parent child relationship in small children and school children","StructureDefinition/klgateway-children-parent-relationship","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/CommunicationCodes,2.1.0,active,,CommunicationCodes,KommunikationKoder,"Mandatory result values for ability to communicate in small children and school children","StructureDefinition/klgateway-children-communication","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/EncounterClassCodes,2.1.0,active,,EncounterClassCodes,KontaktKlasseKoder,"Codes to describe the mode of delivery of an encounter","StructureDefinition/klgateway-children-encounter","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/EncounterTypes,2.1.0,active,,EncounterTypes,SundhedsplejeKontaktTyper,"Extension on encountertype valueset, to be implemented in KL-term and FKI, does not use exciting codes only those specific to childrens nursing","StructureDefinition/klgateway-children-encounter","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/ExamResults,2.1.0,active,,ExamResults,UndersøgelsesResultatKoder,"Valueset for optional history and examination findings in small children and school children","ValueSet/KLHealthNurseConditions,StructureDefinition/klgateway-children-exam-result","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/FeedingResultsChildren,2.1.0,active,,FeedingResultsChildren,ResultatkoderSmåbørnMad,"Resultcodes for feeding","StructureDefinition/klgateway-children-feeding-observation","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/FindingInformerCodes,2.1.0,active,,FindingInformerCodes,KildeTilOplysningKoder,"Codes for who informed the findings","StructureDefinition/FindingInformer","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/HearingCodes,2.1.0,active,,HearingCodes,HørelseKoder,"Mandatory result values for hearning in school children","StructureDefinition/klgateway-children-hearing","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/IndicatorCodesChildren,2.1.0,active,,IndicatorCodesChildren,SundhedsplejeIndikatorkoder,"Indicator-observables for parents and children","StructureDefinition/klgateway-children-indicator","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/KLHealthNurseConditions,2.1.0,active,,KLHealthNurseConditions,Sundhedsplejetilstande,"Health nurse conditions, that relates to nursing problem areas and/or challenges found in examinations and evaluations made by the health nurse (sundhedsplejerske)","StructureDefinition/klgateway-children-intervention","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/KLHealthNurseInterventions,2.1.0,active,,KLHealthNurseInterventions,Sundhedsplejeindsatser,"Need based interventions used in municipality health nursing (sundhedsplejen)","StructureDefinition/klgateway-children-intervention","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/MotorFunctionCodes,2.1.0,active,,MotorFunctionCodes,MotorikKoder,"Mandatory result values for motor function in small children and school children","StructureDefinition/klgateway-children-motor-function","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/NicotineCodes,2.1.0,active,,NicotineCodes,NikotinKoder,"Mandatory result values for nicotine use in school children","StructureDefinition/klgateway-children-nicotine","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/NutritionCodes,2.1.0,active,,NutritionCodes,ErnæringKoder,"Mandatory result values for nutrition in school children","StructureDefinition/klgateway-children-nutrition","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/ObservationUnitsWeight,2.1.0,active,,ObservationUnitsWeight,ObservationsEnhederVægt,"UCUM units for childrens weight","StructureDefinition/klgateway-children-bodyweight","UCUM"
http://fhir.kl.dk/children/ValueSet/ParentSocialStatusCodes,2.1.0,active,,ParentSocialStatusCodes,ForældresSårbarhedKoder,"Mandatory result values for parents social status. Only documented in parents of small children","StructureDefinition/klgateway-children-parent-social-status","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/ParentTypes,2.1.0,active,,ParentTypes,ForælderTyper,"Limitation on HL7 role class to only represent parent-relationships, as accepted in the children data-set","StructureDefinition/klgateway-children-related-parent","THO (V3)"
http://fhir.kl.dk/children/ValueSet/ParentsMentalCodes,2.1.0,active,,ParentsMentalCodes,ForældresPsykiskeTilstandKoder,"Mandatory result values for parents mental state","StructureDefinition/klgateway-children-parent-mental-status","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/PassiveSmokingCodes,2.1.0,active,,PassiveSmokingCodes,PassivRygningKoder,"Mandatory result values for passive smoking in small- and school children","StructureDefinition/klgateway-children-passive-smoking","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/PhysicalActivityCodes,2.1.0,active,,PhysicalActivityCodes,FysiskAktiviteteKoder,"Mandatory result values for physical activity in school children","StructureDefinition/klgateway-children-physical-activity","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/SightCodes,2.1.0,active,,SightCodes,SynKoder,"Mandatory result values for sight in school children","StructureDefinition/klgateway-children-sight","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/SleepCodes,2.1.0,active,,SleepCodes,SøvnKoder,"Mandatory result values for challenges in sleeping pattern in small children and school children","StructureDefinition/klgateway-children-sleep","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/SocialInteractionCodes,2.1.0,active,,SocialInteractionCodes,SocialKontaktKoder,"Mandatory result values for social interaction in small children and school children","StructureDefinition/klgateway-children-social-interaction","kl.dk.fhir.term"
http://fhir.kl.dk/children/ValueSet/SocialSupportNetworkCodes,2.1.0,active,,SocialSupportNetworkCodes,NetværkKoder,"Mandatory result values for social support network of the family","StructureDefinition/klgateway-children-social-support-network","kl.dk.fhir.term"
http://terminology.hl7.org/ValueSet/v3-ActEncounterCode,3.0.0,active,"2.16.840.1.113883.1.11.13955",ActEncounterCode,ActEncounterCode,"Domain provides codes that qualify the ActEncounterClass (ENC)","ValueSet/EncounterClassCodes","THO (V3)"
