Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-kl.dk.fhir.prevention.json	15228	-	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	154	216	0	0	0	4	0	0
fsh-generated/resources/Bundle-5135080e-fbaf-4575-afe6-f037d4541e06.json	3793	4	0	0	0	0	4	0	0	1184	0	0	0	0	0	0	0	0	0	0	41	51	0	0	0	0	0	0
fsh-generated/resources/Bundle-738ec570-6bb6-4690-9a88-1dbed46d65ed.json	11763	5	1	0	1	0	3	0	1	231	0	0	0	0	0	0	0	0	0	0	85	98	0	0	0	0	0	0
fsh-generated/resources/Bundle-88889c22-b86d-4ceb-81d8-38a158f12bf4.json	8871	4	0	0	0	0	2	0	0	97	0	0	0	0	0	0	0	0	0	0	61	74	0	0	0	0	0	0
fsh-generated/resources/Bundle-8c3f35d7-7437-4fcf-90d2-49e04701d0ec.json	8864	4	0	0	0	0	3	0	0	109	0	0	0	0	0	0	0	0	0	0	49	78	0	0	0	0	0	0
fsh-generated/resources/Bundle-974cabc7-d2e0-4db0-bfa4-6cd5af7103de.json	5853	6	0	0	0	0	2	0	0	79	0	0	0	0	0	0	0	0	0	0	39	62	0	0	0	0	0	0
fsh-generated/resources/Bundle-BrunoIndberetningsrapport.json	12776	4	0	0	0	0	3	0	1	157	0	0	0	0	0	0	0	0	0	0	61	117	0	0	0	0	0	0
fsh-generated/resources/Bundle-e87d5e68-e5f3-476f-988f-4efda86b0645.json	5838	4	0	0	0	0	3	0	0	66	0	0	0	0	0	0	0	0	0	0	38	44	0	0	0	0	0	0
fsh-generated/resources/CarePlan-BrunoAfklarendeSamtale.json	1488	4	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	22	33	0	0	0	0	0	0
fsh-generated/resources/CarePlan-BrunoKostvejledning.json	1584	4	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	25	40	0	0	0	0	0	0
fsh-generated/resources/CarePlan-BrunoKostvejledningValidationError.json	1520	5	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	21	33	0	0	0	0	0	0
fsh-generated/resources/CarePlan-BrunoforloebKost.json	758	3	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	19	36	0	0	0	0	0	0
fsh-generated/resources/CarePlan-BrunoforloebKostAfbrudt.json	1001	3	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	23	39	0	0	0	0	0	0
fsh-generated/resources/CarePlan-BrunoforloebKostAfbrudtValidationerror.json	779	3	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	25	36	0	0	0	0	0	0
fsh-generated/resources/CarePlan-BrunoforloebKostValidationerror.json	773	4	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	21	32	0	0	0	0	0	0
fsh-generated/resources/Condition-BrunoAktionsdiagnoseRequest.json	626	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	19	30	0	0	0	0	0	0
fsh-generated/resources/Condition-BrunoTilstand.json	1000	3	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	20	34	0	0	1	0	0	0
fsh-generated/resources/Encounter-BrunoKontakt1Kost.json	742	3	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	21	34	0	0	0	0	0	0
fsh-generated/resources/Encounter-BrunoKontaktAfklarende.json	688	3	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	24	40	0	0	0	0	0	0
fsh-generated/resources/Organization-AfsenderAfBrunosHenvisning.json	335	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	29	0	0	0	0	0	0
fsh-generated/resources/Organization-UdfoererAfBrunosForebyggelse.json	338	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	22	31	0	0	0	0	0	0
fsh-generated/resources/Patient-BrunoTestElmer.json	493	4	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	22	27	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-BrunoRequestInformation.json	695	3	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	24	41	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-BrunoTidligereRequestInformation.json	524	3	1	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	23	35	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-BasedOnCarePlanExtension.json	1750	3	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	73	236	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-BasedOnServiceRequestExtension.json	1569	4	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	71	217	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-DeliveryType.json	1381	4	1	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	70	231	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-klgateway-119-care-plan.json	8546	4	0	0	0	0	0	109	0	21	0	0	0	0	0	0	0	1	0	0	497	677	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-klgateway-119-citizen.json	4828	3	0	0	0	0	0	17	0	41	0	0	0	0	0	0	0	1	0	0	493	633	0	0	0	10	1	1
fsh-generated/resources/StructureDefinition-klgateway-119-condition.json	5926	6	0	0	0	0	0	47	0	20	0	0	0	0	0	0	0	0	0	0	591	575	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-klgateway-119-delivery-report.json	5574	4	1	0	0	0	0	126	0	27	0	0	0	0	0	0	0	1	0	0	432	838	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-klgateway-119-encounter.json	6057	4	0	0	0	0	0	18	0	26	0	0	1	0	0	0	0	0	0	0	567	528	0	0	0	13	0	0
fsh-generated/resources/StructureDefinition-klgateway-119-focus-condition.json	5077	3	1	0	0	0	0	21	0	37	0	0	0	0	0	0	0	1	0	0	626	687	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-klgateway-119-organization.json	2878	4	0	0	0	0	0	13	0	15	0	0	0	0	0	0	0	0	0	0	269	522	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-klgateway-119-planned-intervention.json	15057	5	0	0	0	0	0	54	0	67	0	0	0	0	0	0	0	1	0	0	791	920	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-klgateway-119-servicerequest.json	6333	4	0	0	0	0	0	10	0	22	0	0	0	0	0	0	0	1	0	0	297	509	0	0	0	7	1	2
fsh-generated/resources/ValueSet-CancellationTypes.json	1236	3	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	35	9385	0	0	0	1	0	0
