Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-kl.dk.fhir.core.json	51860	-	0	0	0	0	0	0	25	318	0	0	0	0	0	0	0	2	0	0	417	420	0	0	1	11	0	6
fsh-generated/resources/CareTeam-MidlertidigtOpholdBotilbuddetHvidbjerghus.json	545	10	1	0	0	1	0	0	0	80	0	0	0	0	0	0	0	0	0	0	34	103	0	0	0	0	0	0
fsh-generated/resources/Observation-Observation1234.json	701	6	0	0	1	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	16	33	0	0	0	0	0	0
fsh-generated/resources/Observation-MarksPuls.json	779	5	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	17	35	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KLCommonCareSocialEncounter.json	3164	42	0	0	1	0	0	765	1	553	0	0	2	0	0	0	0	5	0	0	487	4844	0	1	0	11	2	3
fsh-generated/resources/ValueSet-KLChangeValueCodes.json	471	4	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	24	14517	0	0	0	0	0	0
fsh-generated/resources/CarePlan-NySocialIndsats.json	1005	3	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	17	61	0	0	0	0	0	0
fsh-generated/resources/CarePlan-AndreasDagligeOpgaver.json	759	3	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	20	18	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KLCommonCareSocialFocusCondition.json	6569	71	1	0	0	0	0	641	0	639	0	0	0	0	0	0	0	1	0	0	498	2847	0	0	0	10	0	5
fsh-generated/resources/Patient-BorgerEjnar.json	457	3	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	15	79	0	0	0	0	0	1
