Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-kl.dk.fhir.children.json	38629	-	0	0	0	0	0	0	35	176	0	0	0	0	0	0	0	2	0	0	226	600	0	0	0	0	8	0	1
fsh-generated/resources/Bundle-4cda6c3c-856c-4fe3-ac90-9b6f968207c3.json	4073	11	1	0	0	1	34	0	0	2100	0	0	0	0	0	0	0	0	0	0	43	62	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-567a4d32-b3eb-46d6-8564-c7c2a1a1b903.json	35158	17	0	0	0	0	30	0	2	662	0	0	0	0	0	0	0	1	0	0	272	240	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-5f1d5816-a906-4314-a6f4-69b400682ec6.json	17857	9	0	0	0	0	5	0	0	186	0	0	0	0	0	0	0	0	0	0	103	149	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-74dcb49e-dd6a-4450-9fb8-85ad0e7bed38.json	7431	7	0	0	0	0	5	0	1	14	0	0	0	0	0	0	0	0	0	0	58	86	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-84cf4f74-0cc7-47fe-8301-3bc8eb0ddd8f.json	10158	7	1	0	0	0	3	0	0	15	0	0	0	0	0	0	0	0	0	0	72	90	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-9a966368-052f-42e5-87fa-e57d9b8cbf2c.json	4091	6	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	40	52	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-RikkeDeliveryReport2months.json	22286	11	0	0	0	0	5	0	2	26	0	0	0	0	0	0	0	1	0	0	163	166	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-a27ab0ea-4018-4516-900c-f1249a28dc37.json	17949	9	0	0	0	0	5	0	0	26	0	0	0	0	0	0	0	0	0	0	96	119	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-a50c7477-c817-4f98-92a8-b8c15f015d9e.json	8242	8	0	0	0	0	4	0	1	10	0	0	0	0	0	0	0	0	0	0	50	67	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-b9479825-6be1-4fa1-a2ae-74fe67014caa.json	10951	9	0	0	0	0	4	0	0	13	0	0	0	0	0	0	0	0	0	0	57	89	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-c5b55e0e-3bc4-468a-8600-1b23617dbb58.json	6263	7	0	0	0	0	3	0	1	9	0	0	0	0	0	0	0	0	0	0	39	75	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-c60604d1-692b-4e6d-86e5-03046b2d2f16.json	2063	7	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	31	40	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-d2e57785-7d0e-4b30-9e51-62c14185b9ed.json	3836	6	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	45	49	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-dbe422ac-dd15-4562-838d-1f5ff9ae45d8.json	8348	8	0	0	0	0	5	0	0	15	0	0	0	0	0	0	0	0	0	0	55	59	0	0	0	0	0	0	0
fsh-generated/resources/CarePlan-RikkeInterventionSocialContact.json	1062	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	26	35	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-LOINC.json	3171	6	1	0	0	0	0	0	1	13	0	0	1	0	0	0	0	0	0	0	33	6408	0	0	0	1	0	0	0
fsh-generated/resources/CodeSystem-SNOMED-CT-INT.json	3003	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	31	131	0	0	0	0	1	0	0
fsh-generated/resources/Encounter-10mthEncounter.json	679	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	23	36	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-2mthEncounter.json	679	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	38	0	0	0	0	0	0	0
